Region,Country/Area,Year,Series,Value,Source,Continent,Hofstede_pdi,Hofstede_idv,Hofstede_mas,Hofstede_uai,Hofstede_mean
662,Saint Lucia,2016,GDP real rates of growth (percent),3.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
662,Saint Lucia,2017,GDP real rates of growth (percent),3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
670,Saint Vincent & Grenadines,2015,GDP real rates of growth (percent),1.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
670,Saint Vincent & Grenadines,2016,GDP real rates of growth (percent),1.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
670,Saint Vincent & Grenadines,2017,GDP real rates of growth (percent),0.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
674,San Marino,2015,GDP real rates of growth (percent),0.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
674,San Marino,2016,GDP real rates of growth (percent),2.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
674,San Marino,2017,GDP real rates of growth (percent),1.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
678,Sao Tome and Principe,2015,GDP real rates of growth (percent),3.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
678,Sao Tome and Principe,2016,GDP real rates of growth (percent),4.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
678,Sao Tome and Principe,2017,GDP real rates of growth (percent),3.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
682,Saudi Arabia,2015,GDP real rates of growth (percent),4.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
682,Saudi Arabia,2016,GDP real rates of growth (percent),1.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
682,Saudi Arabia,2017,GDP real rates of growth (percent),-0.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
686,Senegal,2015,GDP real rates of growth (percent),6.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
686,Senegal,2016,GDP real rates of growth (percent),6.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
686,Senegal,2017,GDP real rates of growth (percent),6.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
688,Serbia,2015,GDP real rates of growth (percent),0.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,86,25,43,92,61.5
688,Serbia,2016,GDP real rates of growth (percent),2.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,86,25,43,92,61.5
688,Serbia,2017,GDP real rates of growth (percent),2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,86,25,43,92,61.5
690,Seychelles,2015,GDP real rates of growth (percent),4.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
690,Seychelles,2016,GDP real rates of growth (percent),4.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
690,Seychelles,2017,GDP real rates of growth (percent),6.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
694,Sierra Leone,2015,GDP real rates of growth (percent),-20.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
694,Sierra Leone,2016,GDP real rates of growth (percent),6.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
694,Sierra Leone,2017,GDP real rates of growth (percent),3.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
702,Singapore,2015,GDP real rates of growth (percent),2.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,74,20,48,8,37.5
702,Singapore,2016,GDP real rates of growth (percent),2.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,74,20,48,8,37.5
702,Singapore,2017,GDP real rates of growth (percent),3.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,74,20,48,8,37.5
534,Sint Maarten (Dutch part),2015,GDP real rates of growth (percent),0.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
534,Sint Maarten (Dutch part),2016,GDP real rates of growth (percent),0.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
534,Sint Maarten (Dutch part),2017,GDP real rates of growth (percent),-8.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
703,Slovakia,2015,GDP real rates of growth (percent),4.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,104,52,110,51,79.25
703,Slovakia,2016,GDP real rates of growth (percent),3.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,104,52,110,51,79.25
703,Slovakia,2017,GDP real rates of growth (percent),3.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,104,52,110,51,79.25
705,Slovenia,2015,GDP real rates of growth (percent),2.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,71,27,19,88,51.25
705,Slovenia,2016,GDP real rates of growth (percent),3.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,71,27,19,88,51.25
705,Slovenia,2017,GDP real rates of growth (percent),4.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,71,27,19,88,51.25
706,Somalia,2015,GDP real rates of growth (percent),2.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
706,Somalia,2016,GDP real rates of growth (percent),2.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
706,Somalia,2017,GDP real rates of growth (percent),1.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
710,South Africa,2015,GDP real rates of growth (percent),1.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
710,South Africa,2016,GDP real rates of growth (percent),0.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
710,South Africa,2017,GDP real rates of growth (percent),1.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
728,South Sudan,2015,GDP real rates of growth (percent),5.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
728,South Sudan,2016,GDP real rates of growth (percent),0.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
728,South Sudan,2017,GDP real rates of growth (percent),1.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
724,Spain,2015,GDP real rates of growth (percent),3.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,57,51,42,86,59
724,Spain,2016,GDP real rates of growth (percent),3.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,57,51,42,86,59
724,Spain,2017,GDP real rates of growth (percent),3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,57,51,42,86,59
144,Sri Lanka,2015,GDP real rates of growth (percent),5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
144,Sri Lanka,2016,GDP real rates of growth (percent),4.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
144,Sri Lanka,2017,GDP real rates of growth (percent),3.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
275,State of Palestine,2015,GDP real rates of growth (percent),3.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
275,State of Palestine,2016,GDP real rates of growth (percent),4.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
275,State of Palestine,2017,GDP real rates of growth (percent),3.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
729,Sudan,2015,GDP real rates of growth (percent),3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
729,Sudan,2016,GDP real rates of growth (percent),3.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
729,Sudan,2017,GDP real rates of growth (percent),3.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
740,Suriname,2015,GDP real rates of growth (percent),-2.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,85,47,37,92,65.25
740,Suriname,2016,GDP real rates of growth (percent),-5.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,85,47,37,92,65.25
740,Suriname,2017,GDP real rates of growth (percent),-0.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,85,47,37,92,65.25
752,Sweden,2015,GDP real rates of growth (percent),4.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,31,71,5,29,34
752,Sweden,2016,GDP real rates of growth (percent),2.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,31,71,5,29,34
752,Sweden,2017,GDP real rates of growth (percent),2.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,31,71,5,29,34
756,Switzerland,2015,GDP real rates of growth (percent),1.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,34,68,70,58,57.5
756,Switzerland,2016,GDP real rates of growth (percent),1.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,34,68,70,58,57.5
756,Switzerland,2017,GDP real rates of growth (percent),1.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,34,68,70,58,57.5
760,Syrian Arab Republic,2015,GDP real rates of growth (percent),-6.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
760,Syrian Arab Republic,2016,GDP real rates of growth (percent),-4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
760,Syrian Arab Republic,2017,GDP real rates of growth (percent),1.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
762,Tajikistan,2015,GDP real rates of growth (percent),6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
762,Tajikistan,2016,GDP real rates of growth (percent),6.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
762,Tajikistan,2017,GDP real rates of growth (percent),7.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
764,Thailand,2015,GDP real rates of growth (percent),3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,64,20,34,64,45.5
764,Thailand,2016,GDP real rates of growth (percent),3.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,64,20,34,64,45.5
764,Thailand,2017,GDP real rates of growth (percent),3.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,64,20,34,64,45.5
626,Timor-Leste,2015,GDP real rates of growth (percent),20.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
626,Timor-Leste,2016,GDP real rates of growth (percent),0.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
626,Timor-Leste,2017,GDP real rates of growth (percent),-8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
768,Togo,2015,GDP real rates of growth (percent),5.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
768,Togo,2016,GDP real rates of growth (percent),5.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
768,Togo,2017,GDP real rates of growth (percent),4.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
780,Trinidad and Tobago,2015,GDP real rates of growth (percent),1.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,47,16,58,55,44
780,Trinidad and Tobago,2016,GDP real rates of growth (percent),-6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,47,16,58,55,44
780,Trinidad and Tobago,2017,GDP real rates of growth (percent),-2.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,47,16,58,55,44
788,Tunisia,2015,GDP real rates of growth (percent),1.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
788,Tunisia,2016,GDP real rates of growth (percent),1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
788,Tunisia,2017,GDP real rates of growth (percent),2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
792,Turkey,2015,GDP real rates of growth (percent),6.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,66,37,45,85,58.25
792,Turkey,2016,GDP real rates of growth (percent),3.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,66,37,45,85,58.25
792,Turkey,2017,GDP real rates of growth (percent),7.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,66,37,45,85,58.25
795,Turkmenistan,2015,GDP real rates of growth (percent),6.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
795,Turkmenistan,2016,GDP real rates of growth (percent),6.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
795,Turkmenistan,2017,GDP real rates of growth (percent),6.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
796,Turks and Caicos Islands,2015,GDP real rates of growth (percent),5.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
796,Turks and Caicos Islands,2016,GDP real rates of growth (percent),4.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
796,Turks and Caicos Islands,2017,GDP real rates of growth (percent),4.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
800,Uganda,2015,GDP real rates of growth (percent),5.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
800,Uganda,2016,GDP real rates of growth (percent),2.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
800,Uganda,2017,GDP real rates of growth (percent),5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
804,Ukraine,2015,GDP real rates of growth (percent),-9.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
804,Ukraine,2016,GDP real rates of growth (percent),2.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
804,Ukraine,2017,GDP real rates of growth (percent),2.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
784,United Arab Emirates,2015,GDP real rates of growth (percent),5.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
784,United Arab Emirates,2016,GDP real rates of growth (percent),3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
784,United Arab Emirates,2017,GDP real rates of growth (percent),0.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
826,United Kingdom,2015,GDP real rates of growth (percent),2.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,35,89,66,35,56.25
826,United Kingdom,2016,GDP real rates of growth (percent),1.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,35,89,66,35,56.25
826,United Kingdom,2017,GDP real rates of growth (percent),1.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,35,89,66,35,56.25
834,United Rep. of Tanzania,2015,GDP real rates of growth (percent),7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
834,United Rep. of Tanzania,2016,GDP real rates of growth (percent),7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
840,United States of America,2015,GDP real rates of growth (percent),2.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,40,91,62,46,59.75
840,United States of America,2016,GDP real rates of growth (percent),1.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,40,91,62,46,59.75
840,United States of America,2017,GDP real rates of growth (percent),2.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,40,91,62,46,59.75
858,Uruguay,2015,GDP real rates of growth (percent),0.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,61,36,38,100,58.75
858,Uruguay,2016,GDP real rates of growth (percent),1.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,61,36,38,100,58.75
858,Uruguay,2017,GDP real rates of growth (percent),2.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,61,36,38,100,58.75
860,Uzbekistan,2015,GDP real rates of growth (percent),7.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
860,Uzbekistan,2016,GDP real rates of growth (percent),6.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
860,Uzbekistan,2017,GDP real rates of growth (percent),5.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
862,Venezuela (Boliv. Rep. of),2015,GDP real rates of growth (percent),-6.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,81,12,73,76,60.5
862,Venezuela (Boliv. Rep. of),2016,GDP real rates of growth (percent),-16.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,81,12,73,76,60.5
862,Venezuela (Boliv. Rep. of),2017,GDP real rates of growth (percent),-14,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,81,12,73,76,60.5
704,Viet Nam,2015,GDP real rates of growth (percent),6.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,70,20,40,30,40
704,Viet Nam,2016,GDP real rates of growth (percent),6.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,70,20,40,30,40
704,Viet Nam,2017,GDP real rates of growth (percent),6.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,70,20,40,30,40
887,Yemen,2015,GDP real rates of growth (percent),-30.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
887,Yemen,2016,GDP real rates of growth (percent),-14.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
887,Yemen,2017,GDP real rates of growth (percent),-5.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
894,Zambia,2015,GDP real rates of growth (percent),2.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
894,Zambia,2016,GDP real rates of growth (percent),3.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
894,Zambia,2017,GDP real rates of growth (percent),3.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
836,Zanzibar,2015,GDP real rates of growth (percent),0.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
836,Zanzibar,2016,GDP real rates of growth (percent),6.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
836,Zanzibar,2017,GDP real rates of growth (percent),4.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
716,Zimbabwe,2015,GDP real rates of growth (percent),1.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
716,Zimbabwe,2016,GDP real rates of growth (percent),0.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
716,Zimbabwe,2017,GDP real rates of growth (percent),3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
